"CCG","Cancer Alliance","STP","Year","Site","Stage 1","Stage 2","Stage 3","Stage 4","Staged - other early","Staged - other advanced","Unstageable","Missing stage","Percentage completeness (%)"
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Hodgkin lymphoma",2,2,NA,3,NA,NA,NA,NA,100
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Cervix",8,1,NA,1,NA,NA,NA,2,83.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Colon",8,42,22,33,NA,NA,NA,4,96.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Hodgkin lymphoma",NA,6,1,NA,NA,NA,NA,1,87.5
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Kidney, except renal pelvis",20,4,6,5,NA,NA,NA,3,92.1
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Larynx including anterior surface of epiglottis",2,3,NA,1,NA,NA,NA,NA,100
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Lung",22,11,38,76,NA,NA,NA,8,94.8
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Melanoma of skin",57,9,4,2,NA,NA,NA,11,86.7
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Non-Hodgkin lymphoma",9,7,12,24,NA,NA,NA,6,89.7
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Oesophagus including cardia and gastroesophageal junction",5,7,16,13,NA,NA,NA,6,87.2
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Oral cavity, hard palate and lip (inner aspect)",2,NA,NA,3,NA,NA,NA,NA,100
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Oropharynx, base of tongue, tonsil, soft palate and uvula",1,NA,5,4,NA,NA,NA,1,90.9
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Other",26,16,20,30,6,2,96,36,43.1
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Ovary, fallopian tube and primary peritoneal carcinomas",10,2,10,10,NA,NA,NA,4,88.9
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Pancreas",2,6,4,19,NA,NA,NA,9,77.5
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Prostate",48,58,33,36,NA,NA,1,8,95.1
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Rectum and rectosigmoid junction",10,16,11,12,NA,NA,NA,3,94.2
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Stomach excluding cardia and gastroesophageal junction",4,2,2,6,NA,NA,NA,5,73.7
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Testis",7,1,1,1,NA,NA,NA,1,90.9
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Thyroid",4,1,NA,3,NA,NA,1,NA,88.9
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2014,"Uterus",29,1,3,2,NA,NA,NA,1,97.2
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Pancreas",2,7,3,31,NA,NA,NA,6,87.8
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Prostate",53,47,38,36,NA,NA,NA,32,84.5
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Rectum and rectosigmoid junction",12,9,18,19,NA,NA,NA,5,92.1
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Breast",117,107,26,9,NA,NA,2,13,94.5
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Cervix",7,5,NA,2,NA,NA,NA,1,93.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Colon",20,26,35,34,NA,NA,NA,3,97.5
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Hodgkin lymphoma",1,3,1,5,NA,NA,NA,2,83.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Kidney, except renal pelvis",29,5,8,15,NA,NA,NA,4,93.4
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Larynx including anterior surface of epiglottis",1,3,1,2,NA,NA,NA,NA,100
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Lung",36,16,37,98,NA,NA,NA,11,94.4
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Melanoma of skin",58,11,5,1,NA,NA,NA,15,83.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Non-Hodgkin lymphoma",4,8,12,26,NA,NA,NA,4,92.6
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Oesophagus including cardia and gastroesophageal junction",4,6,13,11,NA,NA,1,5,85
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Oral cavity, hard palate and lip (inner aspect)",3,1,NA,7,NA,NA,NA,1,91.7
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Oropharynx, base of tongue, tonsil, soft palate and uvula",1,1,4,8,NA,NA,NA,1,93.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Other",20,17,17,27,12,3,114,45,37.6
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Ovary, fallopian tube and primary peritoneal carcinomas",9,2,15,4,NA,NA,1,NA,96.8
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Pancreas",1,6,1,20,NA,NA,NA,4,87.5
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Prostate",56,40,25,24,NA,NA,NA,33,81.5
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Rectum and rectosigmoid junction",9,13,21,10,NA,NA,NA,2,96.4
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Stomach excluding cardia and gastroesophageal junction",4,NA,4,9,NA,NA,NA,7,70.8
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Testis",8,NA,1,NA,NA,NA,NA,NA,100
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Thyroid",8,NA,1,4,NA,NA,NA,1,92.9
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2015,"Uterus",25,5,3,1,NA,NA,1,1,94.4
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Pancreas",4,5,6,25,NA,NA,NA,6,87
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Prostate",50,26,29,43,NA,NA,NA,18,89.2
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Rectum and rectosigmoid junction",10,8,22,18,NA,NA,NA,2,96.7
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Cervix",4,2,1,2,NA,NA,NA,1,90
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Colon",14,33,31,34,NA,NA,NA,10,91.8
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Hodgkin lymphoma",NA,1,2,3,NA,NA,NA,NA,100
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Kidney, except renal pelvis",25,3,7,8,NA,NA,NA,6,87.8
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Larynx including anterior surface of epiglottis",3,2,1,2,NA,NA,NA,1,88.9
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Lung",23,13,28,100,NA,NA,1,13,92.1
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Melanoma of skin",54,17,4,2,NA,NA,NA,7,91.7
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Non-Hodgkin lymphoma",9,7,11,30,NA,NA,NA,7,89.1
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Oesophagus including cardia and gastroesophageal junction",4,6,12,17,NA,NA,NA,8,83
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Oral cavity, hard palate and lip (inner aspect)",2,1,1,9,NA,NA,NA,1,92.9
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Oropharynx, base of tongue, tonsil, soft palate and uvula",NA,1,3,8,NA,NA,NA,1,92.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Other",17,12,14,41,21,3,94,28,47
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Ovary, fallopian tube and primary peritoneal carcinomas",10,3,14,3,NA,NA,NA,2,93.8
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Larynx including anterior surface of epiglottis",2,4,NA,3,NA,NA,NA,2,81.8
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Lung",20,11,36,80,NA,NA,NA,11,93
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Melanoma of skin",45,12,6,NA,NA,NA,NA,3,95.5
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Stomach excluding cardia and gastroesophageal junction",NA,2,3,7,NA,NA,NA,1,92.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Testis",7,1,NA,NA,NA,NA,NA,4,66.7
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Thyroid",3,NA,NA,3,NA,NA,1,6,46.2
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2016,"Uterus",24,NA,4,3,NA,NA,NA,1,96.9
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Other",19,8,18,24,6,1,129,73,27.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Ovary, fallopian tube and primary peritoneal carcinomas",5,3,20,8,NA,NA,NA,1,97.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Pancreas",5,11,3,20,NA,NA,NA,11,78
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Prostate",31,40,42,40,NA,NA,NA,19,89
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Cervix",2,4,NA,1,NA,NA,NA,2,77.8
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Colon",18,32,20,31,NA,NA,NA,6,94.4
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Hodgkin lymphoma",2,1,2,3,NA,NA,NA,NA,100
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Kidney, except renal pelvis",23,9,7,11,NA,1,NA,5,91.1
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Larynx including anterior surface of epiglottis",4,1,1,1,NA,NA,NA,1,87.5
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Lung",37,9,27,105,NA,NA,1,8,95.2
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Melanoma of skin",61,15,3,4,NA,NA,NA,7,92.2
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Non-Hodgkin lymphoma",7,9,13,28,NA,NA,NA,8,87.7
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Oesophagus including cardia and gastroesophageal junction",4,1,17,17,NA,NA,NA,8,83
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Oral cavity, hard palate and lip (inner aspect)",1,4,NA,4,NA,NA,NA,NA,100
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Oropharynx, base of tongue, tonsil, soft palate and uvula",1,NA,1,10,NA,NA,NA,NA,100
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Other",28,15,28,29,15,NA,114,52,40.9
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Ovary, fallopian tube and primary peritoneal carcinomas",11,NA,9,9,NA,NA,1,2,90.6
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Melanoma of skin",49,9,8,1,NA,NA,NA,19,77.9
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Non-Hodgkin lymphoma",8,6,4,37,NA,NA,NA,10,84.6
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Oesophagus including cardia and gastroesophageal junction",1,1,7,14,NA,NA,1,7,74.2
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Stomach excluding cardia and gastroesophageal junction",2,2,1,5,NA,NA,NA,5,66.7
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Testis",7,NA,NA,NA,NA,NA,NA,1,87.5
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Thyroid",10,1,NA,1,NA,NA,NA,3,80
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2017,"Uterus",27,4,4,4,NA,NA,1,2,92.9
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Pancreas",2,4,6,20,NA,NA,NA,7,82.1
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Prostate",60,24,23,27,NA,NA,NA,44,75.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Bladder",13,10,7,2,NA,NA,NA,3,91.4
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Breast",122,87,17,17,NA,NA,NA,9,96.4
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Cervix",5,2,2,NA,NA,NA,NA,2,81.8
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Colon",18,38,31,33,NA,NA,NA,11,91.6
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Hodgkin lymphoma",NA,3,1,1,NA,NA,NA,1,83.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Hodgkin lymphoma",NA,2,2,3,NA,NA,NA,1,87.5
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Kidney, except renal pelvis",13,6,9,8,NA,NA,NA,6,85.7
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Larynx including anterior surface of epiglottis",3,1,1,1,NA,NA,NA,1,85.7
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Lung",32,27,36,75,NA,NA,NA,9,95
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Melanoma of skin",76,21,3,NA,NA,NA,NA,3,97.1
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Non-Hodgkin lymphoma",10,8,9,18,NA,NA,NA,3,93.8
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Oesophagus including cardia and gastroesophageal junction",4,5,15,18,NA,NA,NA,3,93.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Oral cavity, hard palate and lip (inner aspect)",8,2,1,6,NA,NA,NA,NA,100
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Oropharynx, base of tongue, tonsil, soft palate and uvula",NA,1,3,5,NA,NA,NA,1,90
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Other",17,11,27,17,22,6,96,59,39.2
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Ovary, fallopian tube and primary peritoneal carcinomas",9,NA,12,7,NA,NA,NA,3,90.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Pancreas",NA,6,6,17,NA,NA,NA,9,76.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Prostate",93,48,38,44,NA,NA,NA,27,89.2
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Rectum and rectosigmoid junction",8,14,8,6,NA,NA,NA,8,81.8
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Stomach excluding cardia and gastroesophageal junction",2,2,1,5,NA,NA,NA,3,76.9
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Testis",4,1,1,NA,NA,NA,NA,4,60
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Thyroid",4,NA,NA,2,NA,NA,NA,4,60
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2013,"Uterus",20,3,6,NA,NA,NA,NA,NA,100
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Other",9,13,19,17,16,2,119,57,30.2
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Ovary, fallopian tube and primary peritoneal carcinomas",6,1,7,1,NA,NA,NA,2,88.2
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Oesophagus including cardia and gastroesophageal junction",4,6,10,14,NA,NA,NA,10,77.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Oral cavity, hard palate and lip (inner aspect)",4,NA,NA,8,NA,NA,1,NA,92.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Rectum and rectosigmoid junction",14,8,24,17,NA,NA,NA,6,91.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Kidney, except renal pelvis",21,4,3,6,NA,NA,NA,20,63
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Larynx including anterior surface of epiglottis",3,1,NA,NA,NA,NA,NA,1,80
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Lung",30,15,27,86,NA,NA,NA,11,93.5
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Uterus",22,2,3,NA,NA,NA,NA,1,96.4
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Rectum and rectosigmoid junction",13,14,17,9,NA,NA,NA,5,91.4
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Kidney, except renal pelvis",21,5,8,14,NA,NA,NA,10,82.8
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Oral cavity, hard palate and lip (inner aspect)",3,1,3,4,NA,NA,NA,4,73.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Oropharynx, base of tongue, tonsil, soft palate and uvula",4,6,3,4,NA,NA,NA,1,94.4
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Uterus",30,2,7,NA,NA,NA,NA,2,95.1
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Non-Hodgkin lymphoma",9,1,8,28,NA,NA,NA,9,83.6
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Testis",3,NA,NA,NA,NA,NA,NA,6,33.3
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Thyroid",8,2,1,1,NA,NA,1,7,60
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Oropharynx, base of tongue, tonsil, soft palate and uvula",1,2,6,8,NA,NA,NA,1,94.4
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2019,"Stomach excluding cardia and gastroesophageal junction",1,2,1,2,NA,NA,NA,7,46.2
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Stomach excluding cardia and gastroesophageal junction",2,2,2,6,NA,NA,NA,6,66.7
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Testis",3,NA,1,NA,NA,NA,NA,1,80
"NHS Basildon and Brentwood CCG","East of England - South","Mid and South Essex",2018,"Thyroid",10,1,NA,2,NA,NA,1,5,68.4
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2015,"Breast",46,39,5,7,NA,NA,NA,14,87.4
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2013,"Cervix",NA,NA,NA,1,NA,NA,NA,5,16.7
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2013,"Colon",4,10,11,10,NA,NA,NA,12,74.5
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2015,"Bladder",8,7,1,1,NA,NA,NA,1,94.4
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2013,"Bladder",1,3,1,1,NA,NA,NA,13,31.6
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2013,"Breast",45,17,NA,2,NA,NA,NA,51,55.7
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2017,"Bladder",9,10,1,1,NA,NA,NA,NA,100
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2017,"Breast",50,43,11,8,NA,NA,1,9,91.8
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2013,"Hodgkin lymphoma",1,NA,NA,NA,NA,NA,NA,2,33.3
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2016,"Bladder",5,10,NA,5,NA,NA,NA,2,90.9
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2016,"Breast",45,35,8,6,NA,NA,NA,7,93.1
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2016,"Cervix",2,1,NA,NA,NA,NA,NA,2,60
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2016,"Colon",9,11,13,13,NA,NA,NA,1,97.9
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2019,"Bladder",8,10,3,NA,NA,NA,NA,5,80.8
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2015,"Cervix",NA,1,NA,NA,NA,NA,NA,3,25
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2014,"Bladder",2,6,NA,5,NA,NA,NA,6,68.4
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2014,"Breast",32,13,NA,2,NA,NA,1,67,40.9
"NHS Bassetlaw CCG","South Yorkshire and Bassetlaw","South Yorkshire and Bassetlaw",2014,"Cervix",2,1,NA,NA,NA,NA,NA,4,42.9
